,event,pixel_x,pixel_y,reset_time,TSLR,nMCParticles,MC_TrackIDs,MC_Weights
0,3,227,1064,0.0009373872706133319,0.0009373872706133319,2,"[1506, 1529]","[6188, 80]"
1,3,227,1064,0.0009386672706133382,1.2800000000062761e-06,1,[1506],[6252]
2,3,227,1065,0.0009370038499010267,0.0009370038499010267,2,"[1506, 1529]","[6235, 40]"
3,3,227,1065,0.0009375338499010293,5.300000000025987e-07,1,[1506],[6261]
4,3,227,1065,0.0009380238499010317,4.900000000024026e-07,1,[1506],[6325]
5,3,227,1065,0.0009386038499010345,5.800000000028439e-07,1,[1506],[6147]
6,3,227,1066,0.0009401328965503645,0.0009401328965503645,2,"[1506, 1529]","[6249, 1]"
7,3,228,1065,0.0009373625448902488,0.0009373625448902488,3,"[1506, 1529, 1530]","[6082, 182, 1]"
8,3,228,1065,0.0009380625448902522,7.000000000034323e-07,1,[1506],[6320]
9,3,228,1065,0.0009388125448902559,7.500000000036774e-07,1,[1506],[6225]
10,3,228,1066,0.000937059312397279,0.000937059312397279,2,"[1506, 1529]","[6320, 2]"
11,3,228,1066,0.0009379193123972832,8.600000000042168e-07,1,[1506],[6231]
12,3,228,1066,0.0009390393123972887,1.1200000000054916e-06,1,[1506],[6207]
13,3,229,882,0.0007713016308366063,0.0007713016308366063,2,"[20, 5214]","[5630, 679]"
14,3,229,882,0.0007719916308366097,6.900000000033832e-07,2,"[20, 5214]","[5396, 849]"
15,3,229,883,0.0007716123928610748,0.0007716123928610748,2,"[20, 5214]","[6209, 119]"
16,3,229,883,0.0007725323928610793,9.20000000004511e-07,2,"[20, 5214]","[6144, 63]"
17,3,229,1066,0.0009382784386559338,0.0009382784386559338,2,"[1506, 1529]","[6251, 1]"
18,3,230,881,0.0007733101787020324,0.0007733101787020324,2,"[20, 5214]","[580, 5684]"
19,3,230,881,0.0007759601787020454,2.6500000000129935e-06,3,"[20, 5214, 5215]","[1, 5971, 264]"
20,3,230,882,0.0007708510969082237,0.0007708510969082237,2,"[20, 5214]","[5583, 738]"
21,3,230,882,0.0007711810969082253,3.3000000000161806e-07,2,"[20, 5214]","[5518, 881]"
22,3,230,882,0.0007714210969082265,2.4000000000117677e-07,2,"[20, 5214]","[5102, 1026]"
23,3,230,882,0.0007716610969082276,2.4000000000117677e-07,2,"[20, 5214]","[5150, 1285]"
24,3,230,882,0.0007719010969082288,2.4000000000117677e-07,2,"[20, 5214]","[4674, 1475]"
25,3,230,882,0.0007721810969082302,2.800000000013729e-07,2,"[20, 5214]","[4322, 1883]"
26,3,230,882,0.0007725810969082321,4.000000000019613e-07,2,"[20, 5214]","[3588, 2558]"
27,3,230,882,0.0007736710969082375,1.0900000000053445e-06,2,"[20, 5214]","[1678, 4547]"
28,3,230,883,0.0007709276710858346,0.0007709276710858346,2,"[20, 5214]","[6203, 86]"
29,3,230,883,0.000771207671085836,2.800000000013729e-07,2,"[20, 5214]","[6243, 50]"
30,3,230,883,0.000771407671085837,2.0000000000098064e-07,2,"[20, 5214]","[6323, 75]"
31,3,230,883,0.0007715676710858377,1.6000000000078451e-07,2,"[20, 5214]","[6194, 57]"
32,3,230,883,0.0007717176710858385,1.5000000000073548e-07,2,"[20, 5214]","[6371, 64]"
33,3,230,883,0.0007718476710858391,1.3000000000063742e-07,2,"[20, 5214]","[5988, 47]"
34,3,230,883,0.0007719876710858398,1.4000000000068645e-07,2,"[20, 5214]","[6354, 42]"
35,3,230,883,0.0007721276710858405,1.4000000000068645e-07,2,"[20, 5214]","[6177, 43]"
36,3,230,883,0.0007722776710858412,1.5000000000073548e-07,2,"[20, 5214]","[5939, 37]"
37,3,230,883,0.0007724576710858421,1.8000000000088258e-07,2,"[20, 5214]","[6236, 41]"
38,3,230,883,0.0007726876710858432,2.3000000000112774e-07,2,"[20, 5214]","[6152, 38]"
39,3,230,883,0.0007731276710858454,4.400000000021574e-07,2,"[20, 5214]","[6259, 46]"
40,3,230,884,0.000771525305232708,0.000771525305232708,1,[20],[6295]
41,3,230,884,0.0007718153052327095,2.9000000000142193e-07,2,"[20, 5214]","[6213, 1]"
42,3,230,884,0.0007720353052327105,2.200000000010787e-07,1,[20],[6474]
43,3,230,884,0.0007722153052327114,1.8000000000088258e-07,1,[20],[6154]
44,3,230,884,0.0007723853052327123,1.7000000000083355e-07,1,[20],[6299]
45,3,230,884,0.0007725553052327131,1.7000000000083355e-07,1,[20],[6141]
46,3,230,884,0.000772745305232714,1.900000000009316e-07,1,[20],[6195]
47,3,230,884,0.0007729853052327152,2.4000000000117677e-07,1,[20],[6286]
48,3,230,884,0.0007733753052327171,3.9000000000191225e-07,1,[20],[6291]
49,3,230,885,0.0007721743641184477,0.0007721743641184477,1,[20],[6372]
50,3,230,885,0.0007725443641184495,3.700000000018142e-07,1,[20],[6306]
51,3,230,885,0.000772854364118451,3.1000000000152e-07,1,[20],[6130]
52,3,230,885,0.0007732243641184528,3.700000000018142e-07,1,[20],[6246]
53,3,230,885,0.0007739843641184565,7.600000000037264e-07,1,[20],[6224]
54,3,230,886,0.0007731026359320462,0.0007731026359320462,1,[20],[6254]
55,3,231,880,0.0007756925203742922,0.0007756925203742922,2,"[5214, 5215]","[4714, 1566]"
56,3,231,880,0.000776872520374298,1.1800000000057858e-06,2,"[5214, 5215]","[5968, 268]"
57,3,231,881,0.0007741046752045724,0.0007741046752045724,3,"[20, 5214, 5215]","[10, 5988, 270]"
58,3,231,881,0.000774824675204576,7.200000000035303e-07,2,"[5214, 5215]","[5191, 1153]"
59,3,231,881,0.0007754646752045791,6.400000000031381e-07,2,"[5214, 5215]","[4591, 1569]"
60,3,231,881,0.0007767046752045852,1.24000000000608e-06,2,"[5214, 5215]","[5272, 973]"
61,3,231,884,0.0007721203213644069,0.0007721203213644069,1,[20],[6284]
62,3,231,884,0.0007726303213644094,5.100000000025006e-07,1,[20],[6321]
63,3,231,884,0.0007732803213644126,6.500000000031871e-07,1,[20],[6152]
64,3,231,885,0.0007721393767789056,0.0007721393767789056,1,[20],[6396]
65,3,231,885,0.0007724693767789072,3.3000000000161806e-07,1,[20],[6339]
66,3,231,885,0.0007727093767789084,2.4000000000117677e-07,1,[20],[6153]
67,3,231,885,0.0007729393767789096,2.3000000000112774e-07,1,[20],[6146]
68,3,231,885,0.0007731993767789108,2.6000000000127484e-07,1,[20],[6450]
69,3,231,885,0.0007735293767789124,3.3000000000161806e-07,1,[20],[6123]
70,3,231,886,0.0007723642050986089,0.0007723642050986089,1,[20],[6357]
71,3,231,886,0.0007726642050986104,3.0000000000147097e-07,1,[20],[6349]
