,event,xi,xf,yi,yf,zi,zf,ti,tf,E,ParticleID,PDG
0,5.0,115.0,115.00845050824196,475.0,471.3238926372168,150.0,150.00212320132388,0.0,0.12992352071809746,6.879619033351863,1.0,321.0
1,5.0,115.00845050824196,114.99996092138261,471.3238926372168,467.0656473316597,150.00212320132388,150.0064253808692,0.12992352071809746,0.2805105459278761,8.230594592144161,1.0,321.0
2,5.0,114.99996092138261,114.9384068148847,467.0656473316597,460.85750359768315,150.0064253808692,150.03927633315703,0.2805105459278761,0.5002254666825824,11.482998727079652,1.0,321.0
3,5.0,114.9384068148847,114.9308162324304,460.85750359768315,460.2880863709662,150.03927633315703,150.04084967899323,0.5002254666825824,0.5203991488338908,1.0459812998614861,1.0,321.0
4,5.0,114.9308162324304,114.93037203910744,460.2880863709662,460.26054091913727,150.04084967899323,150.04101491036,0.5203991488338908,0.5213752469978188,0.079232580779508,1.0,321.0
5,5.0,114.93037203910744,114.90178597342454,460.26054091913727,458.6150907027908,150.04101491036,150.05729951182948,0.5213752469978188,0.5796893807071731,3.1174659360602623,1.0,321.0
6,5.0,114.90178597342454,114.89906392217097,458.6150907027908,458.45787309238415,150.05729951182948,150.05920958631583,0.5796893807071731,0.5852629939803496,0.2561578391969101,1.0,321.0
7,5.0,114.89906392217097,114.83339980858807,458.45787309238415,455.38910655442885,150.05920958631583,150.1039616759226,0.5852629939803496,0.6940775371817218,5.938652659381025,1.0,321.0
8,5.0,114.83339980858807,114.82688969450405,455.38910655442885,455.0847728699782,150.1039616759226,150.10755854236533,0.6940775371817218,0.7048749954884976,0.49512824457124005,1.0,321.0
9,5.0,114.82688969450405,114.81780150309794,455.0847728699782,454.63506113030246,150.10755854236533,150.1123003561209,0.7048749954884976,0.7208313690141689,0.9101311455744322,1.0,321.0
10,5.0,114.81780150309794,114.49890302747094,454.63506113030246,443.78719670504626,150.1123003561209,150.28674803924477,0.7208313690141689,1.1058858050836082,20.429439193392252,1.0,321.0
11,5.0,114.49890302747094,114.43449185081326,443.78719670504626,440.72415482115036,150.28674803924477,150.35472789199773,1.1058858050836082,1.214817433816069,5.679096703168686,1.0,321.0
12,5.0,114.43449185081326,114.41036251100209,440.72415482115036,439.57219041346605,150.35472789199773,150.38407114688582,1.214817433816069,1.2558116844944944,2.444419073907276,1.0,321.0
13,5.0,114.41036251100209,114.35736289575921,439.57219041346605,437.2915201997413,150.38407114688582,150.4451028590706,1.2558116844944944,1.337001653695472,4.502830174787781,1.0,321.0
14,5.0,114.35736289575921,114.12478806855992,437.2915201997413,427.16877309306636,150.4451028590706,150.77045500746706,1.337001653695472,1.6976099239304325,19.45135879820482,1.0,321.0
15,5.0,114.12478806855992,114.0652595609195,427.16877309306636,424.3584523885553,150.77045500746706,150.87410236035015,1.6976099239304325,1.7979345104119395,5.345550305027103,1.0,321.0
16,5.0,114.0652595609195,114.0345568742703,424.3584523885553,422.8712688681617,150.87410236035015,150.92580653625322,1.7979345104119395,1.8510521489016711,2.891015291520716,1.0,321.0
17,5.0,114.0345568742703,113.96346792676641,422.8712688681617,420.3197932574659,150.92580653625322,151.01583599534416,1.8510521489016711,1.9422350065102643,5.1637022955915475,1.0,321.0
18,5.0,113.96346792676641,113.87782644335144,420.3197932574659,418.12840000560584,151.01583599534416,151.08114298113668,1.9422350065102643,2.0206089822357947,3.814238686851861,1.0,321.0
19,5.0,113.87782644335144,113.81595277635954,418.12840000560584,416.7349513274641,151.08114298113668,151.1181961219089,2.0206089822357947,2.0704742140780845,2.528332562448837,1.0,321.0
20,5.0,113.81595277635954,113.73537072899997,416.7349513274641,414.9665276075783,151.1181961219089,151.1591657355957,2.0704742140780845,2.133775612893226,3.496408031998663,1.0,321.0
21,5.0,113.73537072899997,113.73478761316039,414.9665276075783,414.9537211168351,151.1591657355957,151.15944277901983,2.133775612893226,2.134234200659151,0.025533078177454455,1.0,321.0
22,5.0,113.73478761316039,113.54205789807031,414.9537211168351,410.85231205206964,151.15944277901983,151.25323555541937,2.134234200659151,2.2811785637005944,8.18346304996214,1.0,321.0
23,5.0,113.54205789807031,113.50314866669287,410.85231205206964,410.01180301833654,151.25323555541937,151.27133638307527,2.2811785637005944,2.311318705430895,1.5262217389772248,1.0,321.0
24,5.0,113.50314866669287,113.37600313513569,410.01180301833654,407.3749361768729,151.27133638307527,151.33216269308625,2.311318705430895,2.4059072789449494,5.206984485817309,1.0,321.0
25,5.0,113.37600313513569,113.37251427881878,407.3749361768729,407.3037585023802,151.33216269308625,151.33386470708143,2.4059072789449494,2.4084623122131963,0.3962997438704315,1.0,321.0
26,5.0,113.37251427881878,113.16004953466901,407.3037585023802,402.7582425795533,151.33386470708143,151.47468718798848,2.4084623122131963,2.5716709875997594,8.352574508105533,1.0,321.0
27,5.0,113.16004953466901,113.04987594618065,402.7582425795533,400.24656241205025,151.47468718798848,151.5664481948358,2.5716709875997594,2.661951245338454,4.948196985099249,1.0,321.0
28,5.0,113.04987594618065,112.94879284598406,400.24656241205025,397.9436986960751,151.5664481948358,151.6643857442541,2.661951245338454,2.7448082636415614,4.750953678552402,1.0,321.0
29,5.0,112.94879284598406,112.91094183619066,397.9436986960751,397.0465687430398,151.6643857442541,151.7029819284179,2.7448082636415614,2.777104873914453,1.6337296156127634,1.0,321.0
30,5.0,112.91094183619066,112.39720328174383,397.0465687430398,383.2637682351807,151.7029819284179,152.52249692937963,2.777104873914453,3.2737441261103335,26.090515392667236,1.0,321.0
31,5.0,112.39720328174383,112.21367048042994,383.2637682351807,371.8709219382344,152.52249692937963,153.23829494907213,3.2737441261103335,3.685487408281988,21.00239503866843,1.0,321.0
32,5.0,115.00845050824196,115.00572599159075,471.3238926372168,471.3215403669795,150.00212320132388,149.99720007000164,0.12992352071809746,0.13018915184780172,0.014197166907855167,2.0,11.0
33,5.0,115.00572599159075,115.00346327864236,471.3215403669795,471.3184388899798,149.99720007000164,149.98610732088122,0.13018915184780172,0.13070717184814784,0.039140958847994636,2.0,11.0
34,5.0,115.00346327864236,114.99984922769765,471.3184388899798,471.31671755179696,149.98610732088122,149.97763086285076,0.13070717184814784,0.13113878227171732,0.030218794203979184,2.0,11.0
35,5.0,114.99984922769765,115.0053232786386,471.31671755179696,471.3138461696018,149.97763086285076,149.97310323599822,0.13113878227171732,0.13150630524818394,0.022217788152028017,2.0,11.0
36,5.0,115.0053232786386,115.00932201679002,471.3138461696018,471.31493305381747,149.97310323599822,149.9780791124272,0.13150630524818394,0.13182837576857942,0.02098768555600555,2.0,11.0
37,5.0,115.00932201679002,115.0113682147828,471.31493305381747,471.3158324975581,149.9780791124272,149.98301284171197,0.13182837576857942,0.13210895434959607,0.08111212482336891,2.0,11.0
38,5.0,115.0113682147828,115.01300124542654,471.3158324975581,471.3158820513862,149.98301284171197,149.98189843151152,0.13210895434959607,0.13224315595271668,0.012464453185906024,2.0,11.0
39,5.0,115.01300124542654,115.01278880664931,471.3158820513862,471.31559043935476,149.98189843151152,149.98039997912775,0.13224315595271668,0.13235578720487248,0.012465805608238432,2.0,11.0
40,5.0,115.01278880664931,115.01351623972855,471.31559043935476,471.3158438159961,149.98039997912775,149.9795808279091,0.13235578720487248,0.13244600651310803,0.017101165974089574,2.0,11.0
41,5.0,115.01351623972855,115.0138806852488,471.3158438159961,471.31624206023514,149.9795808279091,149.97980584093125,0.13244600651310803,0.13250230235969063,0.010927758456044172,2.0,11.0
42,5.0,115.0138806852488,115.01408010761607,471.31624206023514,471.3162073483354,149.97980584093125,149.98002208360396,0.13250230235969063,0.1325364547104367,0.019352629425656562,2.0,11.0
43,5.0,115.01408010761607,115.0140905026594,471.3162073483354,471.31621345750546,149.98002208360396,149.98002333594448,0.1325364547104367,0.13253993993553234,0.003474241170302969,2.0,11.0
44,5.0,114.99996092138261,114.99466611203441,467.0656473316597,467.05872431239567,150.0064253808692,150.00819040288894,0.2805105459278761,0.2808739729166725,0.013503577004270113,3.0,11.0
45,5.0,114.99466611203441,114.98144484553625,467.05872431239567,467.0472879159394,150.00819040288894,150.00533907505,0.2808739729166725,0.2816035795497336,0.033487852345192554,3.0,11.0
