,event,xi,xf,yi,yf,zi,zf,ti,tf,E,ParticleID,PDG
0,2.0,115.0,115.00180796671987,475.0,473.6979646668011,150.0,150.00190470849216,0.0,0.04601739470847453,2.093536116214802,1.0,321.0
1,2.0,115.00180796671987,115.0076609015147,473.6979646668011,470.1927872867715,150.00190470849216,150.00100116021272,0.04601739470847453,0.16993919709217295,7.084132211216128,1.0,321.0
2,2.0,115.0076609015147,115.00975333349302,470.1927872867715,464.70767131022393,150.00100116021272,150.04041418761102,0.16993919709217295,0.3639920189475201,10.673364253821557,1.0,321.0
3,2.0,115.00975333349302,115.0611601544048,464.70767131022393,457.429468037099,150.04041418761102,150.12214488194218,0.3639920189475201,0.6217456132394396,13.573764856232073,1.0,321.0
4,2.0,115.0611601544048,115.06785935696207,457.429468037099,455.57580083112924,150.12214488194218,150.14663818592663,0.6217456132394396,0.6874731210412188,3.4302211096597204,1.0,321.0
5,2.0,115.06785935696207,115.07417002399782,455.57580083112924,451.8129041026067,150.14663818592663,150.20653736899334,0.6874731210412188,0.8209569521116977,6.846702265871084,1.0,321.0
6,2.0,115.07417002399782,115.07427129250928,451.8129041026067,451.7905151579938,150.20653736899334,150.2069457985437,0.8209569521116977,0.8217517239414925,0.031205622809644156,1.0,321.0
7,2.0,115.07427129250928,115.0770050584556,451.7905151579938,451.05599043936417,150.2069457985437,150.21828418021033,0.8217517239414925,0.8478261765118703,1.4386543216103806,1.0,321.0
8,2.0,115.0770050584556,115.07771664119794,451.05599043936417,450.8382948430491,150.21828418021033,150.2213288932781,0.8478261765118703,0.8555552108398414,0.4310004019842892,1.0,321.0
9,2.0,115.07771664119794,115.09270186532265,450.8382948430491,444.9318750508877,150.2213288932781,150.3054624582547,0.8555552108398414,1.0652714744709297,12.010095454759695,1.0,321.0
10,2.0,115.09270186532265,115.09611846335527,444.9318750508877,444.4936952158513,150.3054624582547,150.3106644015012,1.0652714744709297,1.0808475987942128,0.9776526912299502,1.0,321.0
11,2.0,115.09611846335527,115.14603490885504,444.4936952158513,436.0962162079903,150.3106644015012,150.33386076049592,1.0808475987942128,1.3794344009538406,14.805606489003601,1.0,321.0
12,2.0,115.14603490885504,115.17578368657726,436.0962162079903,433.5035989069658,150.33386076049592,150.3218593980844,1.3794344009538406,1.4717612498831805,4.477993397854718,1.0,321.0
13,2.0,115.17578368657726,115.2135678635248,433.5035989069658,428.81337351494386,150.3218593980844,150.3159626686354,1.4717612498831805,1.638874935766637,9.327364451137896,1.0,321.0
14,2.0,115.2135678635248,115.24686561424667,428.81337351494386,424.8149830856986,150.3159626686354,150.32805478637812,1.638874935766637,1.7814854873176926,7.3631088318936255,1.0,321.0
15,2.0,115.24686561424667,115.28434197893466,424.8149830856986,421.7747098038564,150.32805478637812,150.33820520065598,1.7814854873176926,1.8900146570280034,5.948931549032826,1.0,321.0
16,2.0,115.28434197893466,115.38053126687608,421.7747098038564,412.8043630521578,150.33820520065598,150.39469324123903,1.8900146570280034,2.210440616649369,16.666509376656318,1.0,321.0
17,2.0,115.38053126687608,115.40747488496152,412.8043630521578,409.1021029035983,150.39469324123903,150.39260830737027,2.210440616649369,2.3429258772847517,7.060017498433579,1.0,321.0
18,2.0,115.40747488496152,115.4141197001416,409.1021029035983,400.1475422003774,150.39260830737027,150.418735950318,2.3429258772847517,2.663622743639464,17.248989613033505,1.0,321.0
19,2.0,115.4141197001416,115.35740676670915,400.1475422003774,395.152417060836,150.418735950318,150.43483086000404,2.663622743639464,2.8429401673485497,9.313009188341768,1.0,321.0
20,2.0,115.35740676670915,115.31028730936866,395.152417060836,392.9476947199415,150.43483086000404,150.44487060028024,2.8429401673485497,2.922190781740532,4.392498315136938,1.0,321.0
21,2.0,115.31028730936866,115.28645747435648,392.9476947199415,391.7560024025353,150.44487060028024,150.45516749685675,2.922190781740532,2.9650521681214954,2.4836071731142715,1.0,321.0
22,2.0,115.28645747435648,115.25062317548944,391.7560024025353,390.1096110294966,150.45516749685675,150.47193793157416,2.9650521681214954,3.024291088002716,2.886242059304741,1.0,321.0
23,2.0,115.25062317548944,115.16665638079522,390.1096110294966,386.62070713058193,150.47193793157416,150.5194976276136,3.024291088002716,3.149887569545157,6.677712492512673,1.0,321.0
24,2.0,115.16665638079522,115.10411414955847,386.62070713058193,384.6204400497304,150.5194976276136,150.5475221267811,3.149887569545157,3.221979514271979,4.324208223364784,1.0,321.0
25,2.0,115.10411414955847,115.07387845470919,384.6204400497304,383.75898331834685,150.5475221267811,150.5587970889435,3.221979514271979,3.2530507266558764,1.5860629274877784,1.0,321.0
26,2.0,115.07387845470919,114.87936976673006,383.75898331834685,378.6993210504626,150.5587970889435,150.63583125366077,3.2530507266558764,3.4356259969634815,9.584196815846475,1.0,321.0
27,2.0,114.87936976673006,114.72530282804037,378.6993210504626,374.47698943208263,150.63583125366077,150.69707330732174,3.4356259969634815,3.588176109528448,8.87533944186716,1.0,321.0
28,2.0,114.72530282804037,114.70753664125832,374.47698943208263,373.98988940922834,150.69707330732174,150.70235215273047,3.588176109528448,3.605795788878212,0.8475850257929493,1.0,321.0
29,2.0,114.70753664125832,114.53122257827707,373.98988940922834,368.3891483046054,150.70235215273047,150.76345481890445,3.605795788878212,3.8084018022741906,9.932735362514288,1.0,321.0
30,2.0,114.53122257827707,114.52079405501065,368.3891483046054,368.0292370216001,150.76345481890445,150.76813817264465,3.8084018022741906,3.821439826898506,0.6347887203443364,1.0,321.0
31,2.0,114.52079405501065,114.45160439640867,368.0292370216001,365.50401246364675,150.76813817264465,150.80739255086604,3.821439826898506,3.9129317069676346,4.519519190876045,1.0,321.0
32,2.0,114.45160439640867,114.33387033110259,365.50401246364675,361.3413937998618,150.80739255086604,150.8782618522134,3.9129317069676346,4.063852283181164,8.136737318263146,1.0,321.0
33,2.0,114.33387033110259,114.30827150418527,361.3413937998618,360.4712394664877,150.8782618522134,150.90295723812423,4.063852283181164,4.095452680443266,1.5961428342696973,1.0,321.0
34,2.0,114.30827150418527,114.2472650423556,360.4712394664877,358.365573818319,150.90295723812423,150.97041110345518,4.095452680443266,4.17195054460556,3.8095673033081408,1.0,321.0
35,2.0,114.2472650423556,114.17023673349937,358.365573818319,355.2744117645599,150.97041110345518,151.05347511090557,4.17195054460556,4.284290612669698,5.808088419169351,1.0,321.0
36,2.0,114.17023673349937,114.13486846413404,355.2744117645599,352.934015920206,151.05347511090557,151.1060466790003,4.284290612669698,4.3693984945324615,4.085685324368257,1.0,321.0
37,2.0,114.13486846413404,114.11234748309498,352.934015920206,351.0628113546943,151.1060466790003,151.14455601101207,4.3693984945324615,4.437484976933575,3.465708626576526,1.0,321.0
38,2.0,114.11234748309498,113.98430624781307,351.0628113546943,342.8137708298065,151.14455601101207,151.38262415521058,4.437484976933575,4.737897423990238,15.691201378502418,1.0,321.0
39,2.0,113.98430624781307,113.89566672993897,342.8137708298065,338.15144265495076,151.38262415521058,151.54557918079155,4.737897423990238,4.90817242955166,8.453299997146734,1.0,321.0
40,2.0,113.89566672993897,113.79034110709355,338.15144265495076,332.09282032838365,151.54557918079155,151.77752971827994,4.90817242955166,5.129840411325276,11.723053159931586,1.0,321.0
41,2.0,113.79034110709355,113.75730959655539,332.09282032838365,328.42929980019346,151.77752971827994,151.92409604538224,5.129840411325276,5.264151995917551,7.035789688152149,1.0,321.0
42,2.0,113.75730959655539,113.72677302332811,328.42929980019346,320.1827682943591,151.92409604538224,152.25355459376186,5.264151995917551,5.56686030104159,16.428885790366493,1.0,321.0
43,2.0,113.72677302332811,113.64876986770321,320.1827682943591,310.8035825528507,152.25355459376186,152.58230023547168,5.56686030104159,5.9121412341560795,18.20922244660491,1.0,321.0
44,2.0,113.64876986770321,113.6478894135718,310.8035825528507,310.69893101880126,152.58230023547168,152.58566453731595,5.9121412341560795,5.916007038650528,0.16648244809112023,1.0,321.0
45,2.0,113.6478894135718,113.60136213876271,310.69893101880126,296.0713566002081,152.58566453731595,153.19698842072728,5.916007038650528,6.456782936250137,28.331136226871877,1.0,321.0
