Unnamed: 0.1,event,particle_track_id,particle_parent_track_id,particle_pdg_code,particle_mass,particle_charge,particle_process_key,particle_initial_energy,particle_initial_x,particle_initial_y,particle_initial_z,particle_initial_t,particle_final_x,particle_final_y,particle_final_z,particle_final_t,particle_final_kinetic_energy,particle_final_momentum,particle_decay_flag,particle_detector_x_tag,particle_detector_y_tag,Unnamed: 0
583547,594.0,2.0,0.0,321.0,493.6,1.0,20.0,521.6677206835865,115.0,300.0,180.0,0.0,114.45866408846707,298.9391499224993,180.67412060187505,1.4482297583892,0.0,0.0,1.0,286.0,747.0,1.0
585014,595.0,2.0,0.0,321.0,493.59999999999985,1.0,20.0,642.0133298255694,115.0,300.0,180.0,0.0,97.60203698265036,303.5499987753108,197.06664743294692,2.8791315049373134,0.0,0.0,1.0,244.0,758.0,1.0
585143,596.0,2.0,0.0,321.0,493.6,1.0,20.0,606.5133052608754,115.0,300.0,180.0,0.0,115.81264930420942,308.9375305018823,192.75496993490543,2.855303891317167,0.0,0.0,1.0,289.0,772.0,1.0
586471,597.0,2.0,0.0,321.0,493.6000000000001,1.0,20.0,542.4750772253624,115.0,300.0,180.0,0.0,118.05813218270848,301.6787850071486,179.03717626713163,3.78609317463485,0.0,0.0,1.0,295.0,754.0,1.0
588894,598.0,3.0,2.0,321.0,493.677,1.0,20.0,508.275647112559,121.83233244862784,290.932115781029,174.0437525869541,0.9268081720316096,121.80151251315051,290.51916975071003,173.9497053421987,17.291197390959866,0.0,0.0,1.0,304.0,726.0,2.0
589191,599.0,2.0,0.0,321.0,493.5999999999999,1.0,20.0,529.9728693749662,115.0,300.0,180.0,0.0,116.13343181571398,300.06863843721317,178.0786628064955,13.502320617808714,0.0,0.0,1.0,290.0,750.0,1.0
590841,600.0,2.0,0.0,321.0,493.6,1.0,20.0,675.9255459477112,115.0,300.0,180.0,0.0,109.3942065236885,274.72674603788323,157.5881581186106,18.204978430891323,0.0,0.0,1.0,273.0,686.0,1.0
591062,601.0,2.0,0.0,321.0,493.60000000000014,1.0,20.0,592.0388677717352,115.0,300.0,180.0,0.0,120.11444331770905,300.0540122864851,191.190537527549,22.917203763581895,0.0,0.0,1.0,300.0,750.0,1.0
591287,602.0,2.0,0.0,321.0,493.5999999999999,1.0,20.0,554.1753175211268,115.0,300.0,180.0,0.0,120.06173695519723,301.3941907826681,180.03040718405748,6.616650677504035,0.0,0.0,1.0,300.0,753.0,1.0
591395,603.0,2.0,0.0,321.0,493.6,1.0,20.0,557.9368337365042,115.0,300.0,180.0,0.0,117.39438819505884,294.69445079391244,180.32429378641524,8.111216175128078,0.0,0.0,1.0,293.0,736.0,1.0
591628,604.0,2.0,0.0,321.0,493.6,1.0,20.0,520.4216270684256,115.0,300.0,180.0,0.0,114.59671242679562,300.25144915435345,181.09462885567,12.770600865143804,0.0,0.0,1.0,286.0,750.0,1.0
