event,ParticleID,kaon_category,particle_parent_track_id,particle_process_key,particle_final_kinetic_energy,particle_decay_flag,track_length_cm
462,2,primary kaon,0,20,0.0,1,19.076245169927233
463,2,primary kaon,0,20,0.0,1,0.3661911213418281
464,2,primary kaon,0,20,0.0,1,11.709224540860443
465,2,primary kaon,0,20,0.0,1,4.6916851191935525
466,2,primary kaon,0,20,0.0,1,2.388234223515532
467,2,primary kaon,0,20,0.0,1,18.28044588927972
468,2,primary kaon,0,20,0.0,1,0.8807077633828585
469,2,primary kaon,0,20,46.87178510049466,1,7.4356101174594444
470,2,primary kaon,0,20,0.0,1,4.942592257774716
471,8,daughter kaon,2,20,0.0,1,7.62927783099624
471,2,primary kaon,0,-2,0.0,0,9.832613386845027
472,2,primary kaon,0,-2,0.0,0,7.579957239490253
473,2,primary kaon,0,20,0.0,1,5.369216077157548
474,2,primary kaon,0,20,0.0,1,0.4609644888771208
475,2,primary kaon,0,20,0.0,1,0.06756921884829829
476,2,primary kaon,0,20,0.0,1,12.665254185900787
477,22,daughter kaon,2,20,0.0,1,0.008733588899638054
477,2,primary kaon,0,-2,0.0,0,50.27009241089057
478,2,primary kaon,0,20,0.0,1,2.4065642635045665
479,2,primary kaon,0,20,0.0,1,3.7242594511519687
480,2,primary kaon,0,20,0.0,1,24.84048155521854
481,3,daughter kaon,2,20,0.0,1,2.854839029512562
481,2,primary kaon,0,-2,0.0,0,1.0219012871753768
482,2,primary kaon,0,20,0.0,1,15.305157872100562
483,2,primary kaon,0,20,0.0,1,10.681828864277865
484,2,primary kaon,0,20,0.0,1,31.911797000084885
485,2,primary kaon,0,20,0.0,1,10.518272887966727
486,2,primary kaon,0,20,0.0,1,27.094174873470813
487,2,primary kaon,0,20,0.0,1,27.858836498453346
488,2,primary kaon,0,20,0.0,1,1.2431230331487841
489,7,daughter kaon,2,20,0.0,1,2.189858485166411
489,2,primary kaon,0,-2,0.0,0,8.373714897586549
490,2,primary kaon,0,20,0.0,1,0.24703598061238277
491,2,primary kaon,0,20,0.0,1,3.7835924735648345
492,2,primary kaon,0,20,0.0,1,9.256536903931607
493,2,primary kaon,0,20,0.0,1,11.885481936034779
494,2,primary kaon,0,20,80.03455085159393,1,1.6506071220109966
495,2,primary kaon,0,20,0.0,1,8.391192084349237
496,2,primary kaon,0,20,0.0,1,2.311955084104038
497,2,primary kaon,0,20,0.0,1,14.576978764245041
498,2,primary kaon,0,20,0.0,1,0.017068694014227913
499,2,primary kaon,0,20,0.0,1,0.7191967330887598
500,2,primary kaon,0,20,0.0,1,14.049860062518285
501,2,primary kaon,0,20,0.0,1,1.7910173991999834
502,2,primary kaon,0,20,0.0,1,4.813128048408652
503,2,primary kaon,0,20,0.0,1,2.8051236937986985
504,2,primary kaon,0,20,0.0,1,26.72070985826209
505,2,primary kaon,0,20,0.0,1,6.832931501974311
506,2,primary kaon,0,20,0.0,1,4.880426674087822
507,2,primary kaon,0,20,0.0,1,2.6348310862707245
508,2,primary kaon,0,20,0.0,1,7.830313045286813
509,8,daughter kaon,2,20,0.0,1,0.08434674278298497
509,2,primary kaon,0,-2,0.0,0,14.993663871049145
510,2,primary kaon,0,20,0.0,1,8.83229396009644
511,2,primary kaon,0,20,0.0,1,6.6395106029861894
512,2,primary kaon,0,20,0.0,1,11.80784700808379
513,2,primary kaon,0,20,0.0,1,5.220499322143203
514,2,primary kaon,0,20,0.0,1,0.8518756569581463
515,2,primary kaon,0,20,0.0,1,1.6519268208614593
516,2,primary kaon,0,20,0.0,1,5.00342728740885
517,2,primary kaon,0,20,0.0,1,8.345478935341538
518,2,primary kaon,0,20,0.0,1,0.7750935115896714
519,2,primary kaon,0,20,0.0,1,16.262344809736142
520,2,primary kaon,0,20,0.0,1,5.26166026465723
521,2,primary kaon,0,20,0.0,1,0.6007224322007712
522,2,primary kaon,0,20,0.0,1,9.163499924056259
523,2,primary kaon,0,20,0.0,1,11.575600624330109
524,2,primary kaon,0,20,0.0,1,24.159037257627983
525,2,primary kaon,0,20,0.0,1,4.848555699380935
526,2,primary kaon,0,20,0.0,1,0.06377300609833474
527,2,primary kaon,0,20,0.0,1,0.7394780064068011
528,2,primary kaon,0,20,0.0,1,11.693104919646112
529,2,primary kaon,0,20,0.0,1,17.05479422105258
530,2,primary kaon,0,20,0.0,1,29.283721913375526
531,2,primary kaon,0,20,0.0,1,8.31628922055083
532,2,primary kaon,0,20,0.0,1,21.91465411130845
533,2,primary kaon,0,20,0.0,1,0.6446787432573763
534,2,primary kaon,0,20,0.0,1,3.883331769310957
535,6,daughter kaon,2,20,66.42708441204329,1,0.8034933232596545
535,2,primary kaon,0,-2,0.0,0,9.572012591450044
536,2,primary kaon,0,20,0.0,1,5.866387110704613
537,2,primary kaon,0,20,0.0,1,16.46684197136856
538,2,primary kaon,0,20,0.0,1,2.63932053701005
539,2,primary kaon,0,20,0.0,1,51.61647790112278
540,2,primary kaon,0,20,0.0,1,19.439023741814275
541,2,primary kaon,0,20,0.0,1,9.40615593290827
542,2,primary kaon,0,20,0.0,1,16.314824817895285
543,2,primary kaon,0,20,0.0,1,6.262702510576325
544,2,primary kaon,0,20,0.0,1,18.33672685431726
545,2,primary kaon,0,20,0.0,1,3.5403417098366328
546,2,primary kaon,0,20,0.0,1,31.22179456827426
547,2,primary kaon,0,20,0.0,1,9.120031838986728
548,2,primary kaon,0,20,0.0,1,30.378738119691246
549,2,primary kaon,0,20,0.0,1,20.714332884953695
550,2,primary kaon,0,20,0.0,1,16.797615942676153
551,2,primary kaon,0,20,0.0,1,20.853552372278948
552,2,primary kaon,0,20,0.0,1,3.2552770295850757
553,3,daughter kaon,2,20,0.0,1,2.926932532163745
553,2,primary kaon,0,-2,0.0,0,1.1490766204073173
554,2,primary kaon,0,20,0.0,1,8.12074553804784
555,2,primary kaon,0,20,0.0,1,1.1311667537405439
556,2,primary kaon,0,20,0.0,1,11.166557230052318
557,326,daughter kaon,2,20,0.0,1,0.09274085350778782
557,2,primary kaon,0,-2,0.0,0,1.7733165662164407
558,2,primary kaon,0,20,0.0,1,3.3165461368862945
559,2,primary kaon,0,20,0.0,1,18.56612392268104
560,2,primary kaon,0,20,0.0,1,8.196493001585363
561,2,primary kaon,0,20,0.0,1,19.10320807512021
562,2,primary kaon,0,20,0.0,1,8.560038510061664
563,2,primary kaon,0,20,0.0,1,9.256721986506758
564,2,primary kaon,0,20,0.0,1,6.353451804648007
565,2,primary kaon,0,20,0.0,1,11.99243487042898
566,2,primary kaon,0,20,0.0,1,4.8156803209637875
567,2,primary kaon,0,20,0.0,1,6.137147964663228
568,2,primary kaon,0,20,0.0,1,7.407459163876839
569,2,primary kaon,0,20,0.0,1,19.05697706999455
570,2,primary kaon,0,20,0.0,1,0.5378622503085606
571,2,primary kaon,0,20,0.0,1,10.433363992559153
572,2,primary kaon,0,20,0.0,1,2.668785904669902
573,2,primary kaon,0,20,0.0,1,28.372083271467076
574,2,primary kaon,0,20,0.0,1,14.167545393504666
575,2,primary kaon,0,20,0.0,1,32.2962200017313
576,2,primary kaon,0,20,0.0,1,0.9135712681136458
577,2,primary kaon,0,20,37.26295759100572,1,9.158335877800253
578,2,primary kaon,0,20,0.0,1,14.83020055080036
579,5,daughter kaon,2,20,0.0,1,1.3345105720775656
579,2,primary kaon,0,-2,0.0,0,8.609041021339896
580,2,primary kaon,0,20,0.0,1,10.289330322278609
581,2,primary kaon,0,20,0.0,1,0.1537007340324018
582,2,primary kaon,0,20,0.0,1,1.562320185097486
583,2,primary kaon,0,20,0.0,1,6.61108160738652
584,3,daughter kaon,2,20,0.0,1,0.8102026843795396
584,2,primary kaon,0,-2,0.0,0,12.072794137231051
585,2,primary kaon,0,20,0.0,1,18.17454795913078
586,2,primary kaon,0,20,0.0,1,17.460867707078656
587,2,primary kaon,0,20,0.0,1,3.649219380896189
588,2,primary kaon,0,20,0.0,1,18.92923327645905
589,2,primary kaon,0,20,0.0,1,4.418714355338355
590,2,primary kaon,0,20,0.0,1,8.837714017023238
591,2,primary kaon,0,20,0.0,1,19.171256532469265
592,2,primary kaon,0,20,38.31237169872605,1,0.5112054021284707
593,2,primary kaon,0,20,0.0,1,14.55205880797766
594,2,primary kaon,0,20,0.0,1,1.3699804734239558
595,2,primary kaon,0,20,0.0,1,24.666607169784804
596,2,primary kaon,0,20,0.0,1,15.638698952895352
597,2,primary kaon,0,20,0.0,1,3.6315966876779284
598,3,daughter kaon,2,20,0.0,1,0.42501705100907844
598,2,primary kaon,0,-2,0.0,0,12.843209225029288
599,2,primary kaon,0,20,0.0,1,2.2345139620199808
600,2,primary kaon,0,20,0.0,1,34.273491612251874
601,2,primary kaon,0,20,0.0,1,12.315840087676671
602,2,primary kaon,0,20,0.0,1,5.26534563120099
603,2,primary kaon,0,20,0.0,1,5.845856758794458
604,2,primary kaon,0,20,0.0,1,1.212994663628516
605,2,primary kaon,0,20,73.90039935833613,1,10.86411230444349
606,2,primary kaon,0,20,0.0,1,14.373583524003438
607,2,primary kaon,0,20,0.0,1,14.19179226415986
608,2,primary kaon,0,20,0.0,1,28.38357428025793
609,2,primary kaon,0,20,0.0,1,7.511291933971587
610,2,primary kaon,0,20,0.0,1,47.859950471180476
611,2,primary kaon,0,20,0.0,1,9.244447395603503
612,2,primary kaon,0,20,0.0,1,9.605652847849385
613,2,primary kaon,0,20,0.0,1,37.52659124678292
614,2,primary kaon,0,20,0.0,1,10.89968681828965
615,2,primary kaon,0,20,0.0,1,9.719209753728308
616,2,primary kaon,0,20,0.0,1,33.459383470104605
617,2,primary kaon,0,20,0.0,1,1.0614581572880475
618,2,primary kaon,0,20,0.0,1,0.14105533390630184
619,2,primary kaon,0,20,0.0,1,18.06646940967459
620,2,primary kaon,0,20,0.0,1,2.462812731988597
621,2,primary kaon,0,20,0.0,1,9.11604697573502
622,2,primary kaon,0,20,0.0,1,5.539111637306346
623,2,primary kaon,0,20,0.0,1,0.3279579788980128
624,2,primary kaon,0,20,0.0,1,6.568393744652875
625,2,primary kaon,0,20,0.0,1,23.961379155515107
626,2,primary kaon,0,20,0.0,1,17.893945910141944
627,2,primary kaon,0,20,0.0,1,15.690595463307961
628,2,primary kaon,0,20,0.0,1,31.970670325253465
629,2,primary kaon,0,20,0.0,1,11.543107295635563
630,2,primary kaon,0,20,0.0,1,0.5177040306876308
631,2,primary kaon,0,20,0.0,1,17.015164081656888
632,2,primary kaon,0,20,0.0,1,2.6718116803251477
633,2,primary kaon,0,20,0.0,1,3.0458209060795127
634,2,primary kaon,0,20,0.0,1,12.454008452686857
635,2,primary kaon,0,20,0.0,1,19.618209889328377
636,2,primary kaon,0,20,0.0,1,10.010208245828712
637,2,primary kaon,0,20,0.0,1,22.84254569974498
638,2,primary kaon,0,20,0.0,1,24.382016165605098
639,2,primary kaon,0,20,0.0,1,13.192330393182093
640,2,primary kaon,0,20,0.0,1,9.728511005798149
641,2,primary kaon,0,20,0.0,1,0.5417465202460308
642,2,primary kaon,0,20,0.0,1,4.808709906946807
643,2,primary kaon,0,20,0.0,1,22.658643510368144
644,2,primary kaon,0,20,0.0,1,7.712189299127109
645,2,primary kaon,0,20,63.423353709372265,1,2.0167334999777613
646,2,primary kaon,0,20,0.0,1,0.0004886103204855547
647,2,primary kaon,0,20,0.0,1,18.88245051820406
648,2,primary kaon,0,20,0.0,1,15.269238932170955
649,2,primary kaon,0,20,0.0,1,5.546169901530931
650,2,primary kaon,0,20,0.0,1,5.403427310844054
651,2,primary kaon,0,20,78.53407082041389,1,0.80552079489887
652,2,primary kaon,0,20,0.0,1,1.842301643400854
653,2,primary kaon,0,20,0.0,1,4.020523092094907
654,2,primary kaon,0,20,0.0,1,16.717179927396536
655,2,primary kaon,0,20,0.0,1,7.168799981061864
656,2,primary kaon,0,20,0.0,1,4.955698487187873
657,2,primary kaon,0,20,0.0,1,1.985378158181073
658,2,primary kaon,0,20,0.0,1,4.473206947031425
659,2,primary kaon,0,20,0.0,1,4.255950682340718
660,2,primary kaon,0,20,0.0,1,26.9189257327242
661,2,primary kaon,0,20,0.0,1,32.6294436514157
662,2,primary kaon,0,20,0.0,1,1.769704941216924
663,2,primary kaon,0,20,0.0,1,19.74547974941076
664,2,primary kaon,0,20,0.0,1,9.512046841245171
665,2,primary kaon,0,20,0.0,1,29.51416081807052
666,2,primary kaon,0,20,0.0,1,4.244221381749693
667,2,primary kaon,0,20,0.0,1,0.5503389661290529
668,2,primary kaon,0,20,0.0,1,13.21310103219411
669,2,primary kaon,0,20,0.0,1,8.717801194584746
670,2,primary kaon,0,20,0.0,1,3.987771139572005
671,8,daughter kaon,2,20,0.0,1,1.2416225814175672
671,2,primary kaon,0,-2,0.0,0,4.501243244057804
672,2,primary kaon,0,20,0.0,1,40.66444569594543
673,2,primary kaon,0,20,0.0,1,9.126104884626853
674,2,primary kaon,0,20,0.0,1,21.503661324316038
675,2,primary kaon,0,20,0.0,1,0.9635916414759582
676,2,primary kaon,0,20,0.0,1,7.807450175481925
677,2,primary kaon,0,20,39.28879068724911,1,4.115233034379449
678,2,primary kaon,0,20,0.0,1,7.758561467876352
679,2,primary kaon,0,20,0.0,1,3.015861855257413
680,2,primary kaon,0,20,0.0,1,7.170416022399533
681,2,primary kaon,0,20,0.0,1,12.313876817543715
682,2,primary kaon,0,20,0.0,1,20.02265132844338
683,2,primary kaon,0,20,0.0,1,14.084752656962642
684,2,primary kaon,0,20,0.0,1,3.498472773925865
685,2,primary kaon,0,20,0.0,1,13.78246362044194
686,2,primary kaon,0,20,0.0,1,6.972235519221633
687,2,primary kaon,0,20,0.0,1,25.56016909145306
688,2,primary kaon,0,20,0.0,1,0.7671939109618332
689,2,primary kaon,0,20,0.0,1,0.14209785100015349
690,2,primary kaon,0,20,0.0,1,15.087114167214793
691,2,primary kaon,0,20,0.0,1,15.20181109682749
692,2,primary kaon,0,20,0.0,1,28.397532579207137
693,2,primary kaon,0,20,89.96860035712508,1,2.85031472960414
694,2,primary kaon,0,20,0.0,1,0.27030173909693156
695,2,primary kaon,0,20,0.0,1,26.164141819336407
696,2,primary kaon,0,20,0.0,1,0.49956354351537385
697,2,primary kaon,0,20,0.0,1,4.325053823672819
698,2,primary kaon,0,20,0.0,1,6.406624549692242
699,2,primary kaon,0,20,0.0,1,14.9985205033364
700,2,primary kaon,0,20,0.0,1,2.1667201367091455
701,2,primary kaon,0,20,0.0,1,8.743599031502644
702,2,primary kaon,0,20,0.0,1,17.410457314003807
703,2,primary kaon,0,20,0.0,1,2.986883058397579
704,2,primary kaon,0,20,0.0,1,3.3139610456659407
705,2,primary kaon,0,20,0.0,1,31.67300400924843
706,2,primary kaon,0,20,0.0,1,12.591346355453489
707,2,primary kaon,0,20,0.0,1,25.256328142360722
708,2,primary kaon,0,20,0.0,1,0.8631539362563297
709,2,primary kaon,0,20,0.0,1,19.024815086285592
710,2,primary kaon,0,20,0.0,1,13.162385080013209
711,2,primary kaon,0,20,0.0,1,1.8533838295548986
712,2,primary kaon,0,20,0.0,1,2.7236771173862357
713,2,primary kaon,0,20,0.0,1,2.7166460869316005
714,2,primary kaon,0,20,0.0,1,5.704588497891872
715,2,primary kaon,0,20,0.0,1,1.8688134374885585
716,2,primary kaon,0,20,0.0,1,4.95257008339521
717,5,daughter kaon,2,20,0.0,1,2.5261852668510243
717,2,primary kaon,0,-2,0.0,0,3.479176611557049
718,2,primary kaon,0,20,18.502212864206136,1,3.544104260834285
719,2,primary kaon,0,20,77.79980341462695,1,11.376897127815266
720,2,primary kaon,0,20,0.0,1,16.520802073850437
721,2,primary kaon,0,20,0.0,1,13.687131528585484
722,2,primary kaon,0,20,0.0,1,4.468437703405677
723,2,primary kaon,0,20,0.0,1,5.912769902601083
724,2,primary kaon,0,20,0.0,1,5.3833010379464135
725,2,primary kaon,0,20,0.0,1,14.40550872651729
726,2,primary kaon,0,20,0.0,1,7.312394403558442
727,2,primary kaon,0,20,0.0,1,4.5233147313071385
728,2,primary kaon,0,20,0.0,1,18.76348210289903
729,2,primary kaon,0,20,0.0,1,2.329422434996673
730,2,primary kaon,0,20,0.0,1,11.923995137489296
731,2,primary kaon,0,20,0.0,1,6.356875422388228
732,13,daughter kaon,2,20,0.0,1,0.11130826467625772
732,2,primary kaon,0,-2,0.0,0,25.271635140739935
733,2,primary kaon,0,20,0.0,1,0.1661851412781078
734,2,primary kaon,0,20,0.0,1,1.021074659886885
735,2,primary kaon,0,20,0.0,1,7.675276617805642
736,2,primary kaon,0,20,0.0,1,0.708700927129513
737,2,primary kaon,0,20,0.0,1,12.412650547080961
738,2,primary kaon,0,20,0.0,1,7.6720306877308975
739,2,primary kaon,0,20,0.0,1,11.285976754964587
740,2,primary kaon,0,20,0.0,1,6.1284621652763125
741,2,primary kaon,0,20,0.0,1,0.22650051029587615
742,2,primary kaon,0,20,0.0,1,1.3555658612157964
743,2,primary kaon,0,20,0.0,1,12.121980354412743
744,2,primary kaon,0,20,0.0,1,3.014535311647508
745,2,primary kaon,0,20,0.0,1,0.48208573896350193
746,2,primary kaon,0,20,0.0,1,2.195159847366712
747,2,primary kaon,0,20,0.0,1,23.267447505632475
748,2,primary kaon,0,20,0.0,1,12.542419525158905
749,2,primary kaon,0,20,0.0,1,0.29331838084247913
750,2,primary kaon,0,20,0.0,1,28.200301301932488
751,2,primary kaon,0,20,0.0,1,0.42761315918785897
752,2,primary kaon,0,20,0.0,1,24.593038607581047
753,2,primary kaon,0,20,0.0,1,29.627343110888642
754,2,primary kaon,0,20,122.33070491764737,1,5.02647831195182
755,2,primary kaon,0,20,0.0,1,31.56180981772258
756,2,primary kaon,0,20,0.0,1,14.04491793786375
757,2,primary kaon,0,20,0.0,1,0.7389127573329657
758,2,primary kaon,0,20,0.0,1,0.2858357360778298
759,2,primary kaon,0,20,0.0,1,26.973882657384884
760,2,primary kaon,0,20,0.0,1,9.657802287165916
761,2,primary kaon,0,20,0.0,1,15.316910307509833
762,2,primary kaon,0,20,0.0,1,21.25894073255198
763,2,primary kaon,0,20,0.0,1,13.112200971958737
764,2,primary kaon,0,20,0.0,1,11.468714369334792
765,2,primary kaon,0,20,0.0,1,6.096635899511619
766,2,primary kaon,0,20,0.0,1,17.425521599881687
767,2,primary kaon,0,20,0.0,1,22.569861418495368
768,2,primary kaon,0,20,0.0,1,32.630112983344894
769,2,primary kaon,0,20,0.0,1,36.93068389899447
770,2,primary kaon,0,20,0.0,1,0.9170945219426201
771,2,primary kaon,0,20,0.0,1,19.69830857106698
772,2,primary kaon,0,20,0.0,1,18.84266061798608
773,2,primary kaon,0,20,0.0,1,4.1472537520327695
774,2,primary kaon,0,20,0.0,1,19.016512083616373
775,2,primary kaon,0,20,0.0,1,6.8800682618265565
776,2,primary kaon,0,20,0.0,1,14.445849760025101
777,2,primary kaon,0,20,0.0,1,17.543569169464384
778,2,primary kaon,0,20,0.0,1,2.6320742372832178
779,2,primary kaon,0,20,0.0,1,8.382363411077778
780,2,primary kaon,0,20,0.0,1,8.605675305820771
781,2,primary kaon,0,20,0.0,1,0.8436364923580767
782,2,primary kaon,0,20,0.0,1,23.17481061579755
783,2,primary kaon,0,20,0.0,1,5.850644465513541
784,2,primary kaon,0,20,0.0,1,9.992864175464023
785,2,primary kaon,0,20,0.0,1,4.52912025453121
786,2,primary kaon,0,20,0.0,1,0.14156014605376122
787,2,primary kaon,0,20,0.0,1,0.9529873156812136
788,2,primary kaon,0,20,11.14375105104529,1,19.952416751978724
789,2,primary kaon,0,20,0.0,1,4.252882327992021
790,2,primary kaon,0,20,0.0,1,36.69709118001236
791,2,primary kaon,0,20,0.0,1,5.359492206239754
792,2,primary kaon,0,20,0.0,1,29.613379151032316
793,2,primary kaon,0,20,0.0,1,2.3598917095871346
794,2,primary kaon,0,20,0.0,1,30.089743166207864
795,2,primary kaon,0,20,0.0,1,9.72619369524851
796,2,primary kaon,0,20,0.0,1,9.183946269356177
797,2,primary kaon,0,20,0.0,1,1.0283205779517954
798,2,primary kaon,0,20,0.0,1,1.0084953145207298
799,7,daughter kaon,2,20,0.0,1,0.1622571740565309
799,2,primary kaon,0,-2,0.0,0,7.415607095558485
800,2,primary kaon,0,20,0.0,1,7.538382065086309
801,2,primary kaon,0,20,0.0,1,2.5503699651137395
802,2,primary kaon,0,20,0.0,1,0.04141276112834796
803,2,primary kaon,0,20,0.0,1,21.136169162064327
804,2,primary kaon,0,20,0.0,1,0.9247385325322218
805,2,primary kaon,0,20,0.0,1,2.1209621787541093
806,2,primary kaon,0,20,0.0,1,10.758602928795861
807,2,primary kaon,0,20,0.0,1,6.9569897518530155
808,2,primary kaon,0,20,0.0,1,4.444142449598445
809,2,primary kaon,0,20,0.0,1,8.298806891723364
810,2,primary kaon,0,20,0.0,1,0.6961409866526275
811,4,daughter kaon,2,20,0.0,1,0.007057274953758577
811,2,primary kaon,0,-2,0.0,0,5.423418485267496
812,2,primary kaon,0,20,0.0,1,4.37695903319304
813,2,primary kaon,0,20,0.0,1,3.4877958887141407
814,3,daughter kaon,2,20,0.0,1,0.7178141617085899
814,2,primary kaon,0,-2,0.0,0,3.5792661850758374
815,2,primary kaon,0,20,0.0,1,17.835291765698457
816,2,primary kaon,0,20,0.0,1,9.422291809169339
817,2,primary kaon,0,20,0.0,1,7.178554671927192
818,2,primary kaon,0,20,0.0,1,12.434088581650322
819,5,daughter kaon,2,20,0.0,1,0.037871896851180184
819,2,primary kaon,0,-2,0.0,0,3.7386126149917898
820,2,primary kaon,0,20,0.0,1,5.584313435152486
821,2,primary kaon,0,20,0.0,1,0.6287916892313902
822,2,primary kaon,0,20,0.0,1,8.377702555110364
823,2,primary kaon,0,20,116.65011584647236,1,20.71751471710856
824,2,primary kaon,0,20,0.0,1,14.23240592013408
825,2,primary kaon,0,20,0.0,1,7.045345783205834
826,2,primary kaon,0,20,0.0,1,11.315532973362977
827,2,primary kaon,0,20,0.0,1,10.154234998954433
828,2,primary kaon,0,20,0.0,1,13.105937397017389
829,2,primary kaon,0,20,0.0,1,13.960814200155014
830,2,primary kaon,0,20,0.0,1,21.60574056230226
831,2,primary kaon,0,20,0.0,1,3.5807731302161483
832,2,primary kaon,0,20,0.0,1,6.7025195240957025
833,2,primary kaon,0,20,0.0,1,12.277537398395413
834,2,primary kaon,0,20,0.0,1,16.28206758369561
835,2,primary kaon,0,20,0.0,1,8.872398351892354
836,2,primary kaon,0,20,0.0,1,22.87261464161911
837,2,primary kaon,0,20,0.0,1,0.13806700505584185
838,2,primary kaon,0,20,0.0,1,16.69732495705466
839,2,primary kaon,0,20,0.0,1,40.88127603432736
840,2,primary kaon,0,20,0.0,1,0.9386523788000307
841,2,primary kaon,0,20,0.0,1,18.16927836038469
842,2,primary kaon,0,20,0.0,1,12.2769871183218
843,2,primary kaon,0,20,0.0,1,9.943205767718398
844,2,primary kaon,0,20,0.0,1,12.682446204130198
845,2,primary kaon,0,20,0.0,1,32.53545555631152
846,2,primary kaon,0,20,0.0,1,7.6645203842685214
847,2,primary kaon,0,20,0.0,1,3.000557848679534
848,2,primary kaon,0,20,0.0,1,2.2152527126526644
849,2,primary kaon,0,20,0.0,1,36.62175705195354
850,2,primary kaon,0,20,0.0,1,14.246479735449501
851,2,primary kaon,0,20,0.0,1,11.681472293378214
852,2,primary kaon,0,20,0.0,1,0.5331406482405324
853,2,primary kaon,0,20,0.0,1,9.040824966968751
854,2,primary kaon,0,20,0.0,1,14.720502448566265
855,2,primary kaon,0,20,0.0,1,15.22843028831733
856,2,primary kaon,0,20,0.0,1,4.976012691015982
857,2,primary kaon,0,20,0.0,1,9.859645592548024
858,2,primary kaon,0,20,0.0,1,9.557674834441448
859,2,primary kaon,0,20,0.0,1,1.5767531045146395
860,2,primary kaon,0,20,0.0,1,11.15822913319054
861,2,primary kaon,0,20,0.0,1,0.4302461040225098
862,2,primary kaon,0,20,0.0,1,7.360888504770174
863,2,primary kaon,0,20,0.0,1,3.409970554599336
864,2,primary kaon,0,20,0.0,1,0.039146889633693185
865,2,primary kaon,0,20,0.0,1,18.597394620381095
866,2,primary kaon,0,20,0.0,1,25.876312370894265
867,2,primary kaon,0,20,0.0,1,22.844060466972415
868,2,primary kaon,0,20,0.0,1,6.353014164526547
869,2,primary kaon,0,20,0.0,1,0.1793699643766852
870,2,primary kaon,0,20,0.0,1,3.784326554479587
871,8,daughter kaon,2,20,0.0,1,0.0007336675274203159
871,2,primary kaon,0,-2,0.0,0,13.274017006763174
872,2,primary kaon,0,20,0.0,1,15.665376257067635
873,2,primary kaon,0,20,0.0,1,7.532423666860564
874,2,primary kaon,0,20,0.0,1,26.40398587644827
875,2,primary kaon,0,20,0.0,1,17.289935386093997
876,2,primary kaon,0,20,0.0,1,14.484045349400148
877,2,primary kaon,0,20,0.0,1,0.7069513956461407
878,2,primary kaon,0,20,0.0,1,3.5971791089625027
879,2,primary kaon,0,20,0.0,1,18.655293181179317
880,2,primary kaon,0,20,0.0,1,7.072651105423002
881,2,primary kaon,0,20,0.0,1,8.053296920978397
882,2,primary kaon,0,20,0.0,1,31.607031048264187
883,2,primary kaon,0,20,0.0,1,26.41631233598311
884,2,primary kaon,0,20,0.0,1,5.437600554005151
885,2,primary kaon,0,20,0.0,1,0.9737431923386302
886,2,primary kaon,0,20,0.0,1,12.00384937591128
887,2,primary kaon,0,20,0.0,1,10.206383846625457
888,2,primary kaon,0,20,0.0,1,11.216407655244309
889,13,daughter kaon,2,20,0.0,1,0.021358359587382192
889,2,primary kaon,0,-2,0.0,0,21.335924538150863
890,2,primary kaon,0,20,0.0,1,5.473644182994381
891,2,primary kaon,0,20,0.0,1,3.906497448785754
892,2,primary kaon,0,20,0.0,1,30.983506672841173
893,2,primary kaon,0,20,0.0,1,7.176718151273697
894,2,primary kaon,0,20,0.0,1,1.7918249262500288
895,2,primary kaon,0,20,0.0,1,4.589059777547302
896,7,daughter kaon,2,20,0.0,1,0.0059632838200290635
896,2,primary kaon,0,-2,0.0,0,19.71743659090899
897,2,primary kaon,0,20,0.0,1,11.943568446740965
898,2,primary kaon,0,20,0.0,1,11.718828728847512
899,2,primary kaon,0,20,0.0,1,4.121326019856562
900,2,primary kaon,0,20,0.0,1,3.193832026204333
901,2,primary kaon,0,20,0.0,1,3.749758387501049
902,2,primary kaon,0,20,0.0,1,17.5830650422269
903,2,primary kaon,0,20,0.0,1,28.364312630624458
904,2,primary kaon,0,20,0.0,1,3.8899464867512865
905,2,primary kaon,0,20,0.0,1,9.86632423724474
906,2,primary kaon,0,20,0.0,1,4.78663908758432
907,2,primary kaon,0,20,0.0,1,10.35813043999344
908,2,primary kaon,0,20,0.0,1,12.640907305106982
909,2,primary kaon,0,20,0.0,1,3.307806202971402
910,2,primary kaon,0,20,0.0,1,3.763973841391546
911,2,primary kaon,0,20,0.0,1,28.754304607505084
912,2,primary kaon,0,20,0.0,1,1.0296307484196645
913,2,primary kaon,0,20,0.0,1,13.525716249649772
914,2,primary kaon,0,20,0.0,1,1.363521364163018
915,2,primary kaon,0,20,0.0,1,21.131745893329228
916,2,primary kaon,0,20,0.0,1,25.74475433965576
917,2,primary kaon,0,20,0.0,1,5.665389691717921
918,2,primary kaon,0,20,0.0,1,29.258660302951593
919,2,primary kaon,0,20,0.0,1,16.385942100254837
920,2,primary kaon,0,20,0.0,1,20.228008920843312
921,2,primary kaon,0,20,0.0,1,3.0140279388178297
922,2,primary kaon,0,20,0.0,1,3.1667121979839203
923,2,primary kaon,0,20,0.0,1,1.4514915855197967
924,2,primary kaon,0,20,0.0,1,10.263332658335194
925,2,primary kaon,0,20,0.0,1,7.350486276410764
926,2,primary kaon,0,20,0.0,1,25.957055522275
927,2,primary kaon,0,20,0.0,1,1.3671088106787022
928,2,primary kaon,0,20,0.0,1,19.313310388346906
929,2,primary kaon,0,20,0.0,1,25.96446527994319
