event,ParticleID,PDG,kaon_category,particle_parent_track_id,particle_process_key,particle_final_kinetic_energy,particle_decay_flag,range_bin_index,energy_MeV,path_length_cm,weighted_residual_range_cm,range_bin_low_cm,range_bin_high_cm,track_length_cm,n_steps,residual_range_cm,range_bin_width_cm,dEdx_MeV_per_cm
4,2,321,primary kaon,0,20,0.0,1,-19,7.977325834273756,1.414778776312862,9.438743167188708,,,25.119748791859717,2,6.671532910457966,,5.638567645935383
4,2,321,primary kaon,0,20,0.0,1,-18,4.56918065764858,0.8247954589031964,6.426245378010355,,,25.119748791859717,1,7.791320028065993,,5.539774265639902
4,2,321,primary kaon,0,20,0.0,1,-17,4.451239311066596,0.908046405025386,7.861630554396535,,,25.119748791859717,1,8.657740960030285,,4.901995411723648
4,2,321,primary kaon,0,20,0.0,1,-16,7.2102806101476205,1.432068644690131,14.074082056541343,,,25.119748791859717,2,9.827798484888044,,5.0348708051685405
4,2,321,primary kaon,0,20,0.0,1,-15,3.25976964490902,0.6407297453371533,6.961014612735899,,,25.119748791859717,1,10.864197679901686,,5.087589063301131
4,2,321,primary kaon,0,20,0.0,1,-14,5.710645354278451,1.245122052691314,14.701309946959805,,,25.119748791859717,1,11.80712357891592,,4.5864141125241265
4,2,321,primary kaon,0,20,0.0,1,-13,3.8378503208318917,0.8796473957100104,11.320629462904854,,,25.119748791859717,2,12.86950830311658,,4.362941719089792
4,2,321,primary kaon,0,20,0.0,1,-12,6.492358454411745,1.492886222870637,20.98367301708025,,,25.119748791859717,1,14.055775112406906,,4.348863533570386
4,2,321,primary kaon,0,20,0.0,1,-10,6.9812059236420705,1.659299743306347,25.93795471825419,,,25.119748791859717,1,15.631868095495399,,4.207320559051741
4,2,321,primary kaon,0,20,0.0,1,-9,3.047558519689092,0.692264528269804,11.635340058683317,,,25.119748791859717,1,16.807650231283475,,4.402303447940544
4,2,321,primary kaon,0,20,0.0,1,-7,7.507500585190368,1.9328806139783021,35.02422737574109,,,25.119748791859717,1,18.120222802407525,,3.884099478724786
4,2,321,primary kaon,0,20,0.0,1,-6,2.091589022680721,0.5003284918736568,9.674765668315283,,,25.119748791859717,1,19.336827355333504,,4.180431569763352
4,2,321,primary kaon,0,20,0.0,1,-5,7.999493951656243,2.209877489993887,45.72663109673747,,,25.119748791859717,1,20.691930346267277,,3.619881187023798
4,2,321,primary kaon,0,20,0.0,1,-3,3.464652266781794,1.012640294537651,22.58510811963707,,,25.119748791859717,1,22.303189238533047,,3.4214047035958384
4,2,321,primary kaon,0,20,0.0,1,-2,5.815180866840115,1.5814403882080001,37.32235622864427,,,25.119748791859717,1,23.60022957990587,,3.6771419967524372
4,2,321,primary kaon,0,20,0.0,1,-1,3.122596372064661,0.7287990178498452,18.04167424393275,,,25.119748791859717,1,24.755349282934795,,4.284578183539773
